Mes,Dia,Año,Fecha,Número,Tipo de servicio,Situación reportada,area,Fecha de corte,Estado,Orden de trabajo generada,Demora en respuesta,LAT,LNG
6,3,2022,03/06/2022,12144,Obras particulares,Obra en construcción: invasión de propiedad privada o vía pública,DIRECCIÓN DE OBRAS PARTICULARES,03/06/2022,PROCESO,NO,0,-36.888.149,-60.295.567
6,3,2022,03/06/2022,12145,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,08/06/2022,Finalizado,NO,5,-36.874.756,-60.316.715
6,3,2022,03/06/2022,12146,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,16/06/2022,Finalizado,NO,13,-36.884.361,-60.309.986
6,3,2022,03/06/2022,12147,OBRAS PÚBLICAS,Iluminación: lampara sin funcionamiento o deficiente,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,03/06/2022,PROCESO,NO,0,-36.893.581,-60.302.631
6,3,2022,03/06/2022,12148,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/07/2022,FINALIZADO,NO,49,-36.889.656,-60.340.961
6,3,2022,03/06/2022,12149,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,08/06/2022,PROCESO,NO,5,-36.917.858,-60.325.855
6,6,2022,06/06/2022,12150,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,10/06/2022,Finalizado,NO,4,-36.903.004,-60.309.418
6,6,2022,06/06/2022,12151,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,09/06/2022,Finalizado,NO,3,-36.891.396,-60.340.324
6,6,2022,06/06/2022,12152,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,06/06/2022,PROCESO,NO,0,-36.898.098,-60.343.529
6,6,2022,06/06/2022,12153,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de poda en vía pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,06/06/2022,PROCESO,NO,0,-36.927.357,-60.320.427
6,6,2022,06/06/2022,12154,OBRAS PÚBLICAS,Otra situación no contemplada,DIRECCIÓN DE MANTENIMIENTO URBANO,06/06/2022,PROCESO,NO,0,-36.875.637,-60.317.810
6,7,2022,07/06/2022,12155,Tránsito,Estacionamiento: vehículos estacionados en lugar no permitido,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,10/06/2022,Finalizado,NO,3,-36.889.008,-60.296.604
6,7,2022,07/06/2022,12156,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de poda en vía pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,07/06/2022,PROCESO,NO,0,-36.944.172,-60.269.035
6,7,2022,07/06/2022,12157,HIGIENE Y CONTROL URBANO,Recolección de residuos inertes (escombros / poda / montículos),DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,09/06/2022,Finalizado,NO,2,-36.883.938,-60.333.778
6,7,2022,07/06/2022,12158,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,08/06/2022,Finalizado,NO,1,-36.887.043,-60.310.406
6,7,2022,07/06/2022,12159,HABILITACIONES,Calidad de alimentos: venta de alimentos con fecha caducada,DIRECCIÓN DE BROMATOLOGIA,08/06/2022,Finalizado,NO,1,-36.891.041,-60.332.352
6,8,2022,08/06/2022,12160,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,13/06/2022,Finalizado,NO,5,-36.887.680,-60.331.806
6,8,2022,08/06/2022,12161,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,06/07/2022,FINALIZADO,NO,28,-36.872.696,-60.314.541
6,8,2022,08/06/2022,12162,HIGIENE Y CONTROL URBANO,Basural a cielo abierto,DIRECCIÓN DE MANTENIMIENTO URBANO,09/06/2022,Finalizado,NO,1,-36.929.092,-60.319.386
6,9,2022,09/06/2022,12163,Obras particulares,Obra en construcción: inseguridad física,DIRECCIÓN DE OBRAS PARTICULARES,08/07/2022,FINALIZADO,NO,29,-36.911.079,-60.290.451
6,9,2022,09/06/2022,12164,HABILITACIONES,Calidad de alimentos: venta de alimentos con fecha caducada,DIRECCIÓN DE BROMATOLOGIA,13/06/2022,Finalizado,NO,4,-36.914.463,-60.318.279
6,9,2022,09/06/2022,12165,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,15/06/2022,Finalizado,NO,6,-36.923.210,-60.306.210
6,9,2022,09/06/2022,12166,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,04/08/2022,FINALIZADO,NO,56,-36.893.543,-60.298.687
6,9,2022,09/06/2022,12167,HIGIENE Y CONTROL URBANO,Recolección de residuos inertes (escombros / poda / montículos),DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,13/06/2022,Finalizado,NO,4,-36.883.938,-60.333.778
6,9,2022,09/06/2022,12168,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,10/06/2022,Finalizado,NO,1,-36.888.000,-60.326.260
6,10,2022,10/06/2022,12169,OBRAS PÚBLICAS,Agua: rotura de caño,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,13/06/2022,Finalizado,NO,3,-36.863.636,-60.282.631
6,13,2022,13/06/2022,12170,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,15/06/2022,Finalizado,NO,2,-36.888.142,-60.313.789
6,14,2022,14/06/2022,12171,OBRAS PÚBLICAS,Calles urbanas: calzada asfáltica con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,14/06/2022,PROCESO,NO,0,-36.898.605,-60.306.473
6,14,2022,14/06/2022,12172,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,27/06/2022,Finalizado,NO,13,-36.926.239,-60.298.241
6,14,2022,14/06/2022,12173,Obras particulares,Obra en construcción: molestias ocasionadas a vecinos,DIRECCIÓN DE OBRAS PARTICULARES,14/06/2022,PROCESO,NO,0,-36.882.000,-60.328.686
6,14,2022,14/06/2022,12174,VIALIDAD,Otra situación no contemplada,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,15/06/2022,CANCELADO,NO,1,-36.895.805,-60.324.886
6,15,2022,15/06/2022,12175,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de extracción en via pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,23/06/2022,Finalizado,NO,8,-36.901.878,-60.327.503
6,15,2022,15/06/2022,12176,"PARQUES, PLAZAS Y ESPACIOS PÚBLICOS",Plantas: daños o vandalismo,DIRECCIÓN DE MANTENIMIENTO DE PARQUES Y PASEOS,15/06/2022,Finalizado,NO,0,-36.893.337,-60.328.491
6,16,2022,16/06/2022,12177,OBRAS PÚBLICAS,Calles urbanas: calzada asfáltica con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,21/06/2022,Finalizado,NO,5,-36.880.989,-60.341.515
6,16,2022,16/06/2022,12178,HIGIENE Y CONTROL URBANO,Recolección de residuos inertes (escombros / poda / montículos),DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/12/2022,FINALIZADO,NO,189,-36.883.114,-60.337.135
6,16,2022,16/06/2022,12179,HIGIENE Y CONTROL URBANO,En estado o inclinación peligrosa: árboles,DIRECCIÓN DE DEFENSA CIVIL,25/06/2022,Finalizado,NO,9,-36.886.089,-60.317.780
6,21,2022,21/06/2022,12180,HIGIENE Y CONTROL URBANO,Recolección de residuos inertes (escombros / poda / montículos),DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/12/2022,FINALIZADO,NO,184,-36.896.694,-60.319.050
6,21,2022,21/06/2022,12181,HIGIENE Y CONTROL URBANO,Recolección de residuos inertes (escombros / poda / montículos),DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/12/2022,FINALIZADO,NO,184,-36.890.472,-60.324.833
6,21,2022,21/06/2022,12182,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,30/06/2022,Finalizado,NO,9,-36.877.209,-60.177.673
6,22,2022,22/06/2022,12183,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,08/07/2022,FINALIZADO,NO,16,-36.883.705,-60.319.771
6,22,2022,22/06/2022,12184,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,23/06/2022,Finalizado,NO,1,-36.870.975,-60.326.881
6,22,2022,22/06/2022,12185,Tránsito,Estacionamiento: vehículos abandonados,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,23/06/2022,Finalizado,NO,1,-36.869.354,-60.325.470
6,22,2022,22/06/2022,12186,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,12/08/2022,FINALIZADO,NO,51,-36.880.760,-60.286.991
6,22,2022,22/06/2022,12187,OBRAS PÚBLICAS,Agua: rotura de caño,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,28/06/2022,Finalizado,NO,6,-36.875.900,-60.312.817
6,22,2022,22/06/2022,12188,Tránsito,Estacionamiento: vehículos estacionados en lugar no permitido,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,22/06/2022,CANCELADO,NO,0,-36.869.545,-60.162.029
6,23,2022,23/06/2022,12189,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: recolectores ensucian la vía pública,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,30/06/2022,Finalizado,NO,7,-36.894.653,-60.297.985
6,23,2022,23/06/2022,12190,OBRAS PÚBLICAS,Calles urbanas: calzada asfáltica con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,23/06/2022,PROCESO,NO,0,-36.893.913,-60.299.774
6,23,2022,23/06/2022,12191,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,23/06/2022,Finalizado,NO,0,-36.898.472,-60.333.275
6,23,2022,23/06/2022,12192,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,04/07/2022,Finalizado,NO,11,-36.848.373,-60.225.998
6,24,2022,24/06/2022,12193,HIGIENE Y CONTROL URBANO,Agua: arrojo indiscriminado a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,04/07/2022,Finalizado,NO,10,-36.919.010,-60.326.973
6,24,2022,24/06/2022,12194,OBRAS PÚBLICAS,Agua: rotura de caño,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,28/06/2022,Finalizado,NO,4,-36.881.199,-60.341.099
6,27,2022,27/06/2022,12195,TRANSPORTE  PÚBLICO,Incumplimiento de frecuencia,SUBSECRETARÍA DE GOBIERNO,27/06/2022,PROCESO,NO,0,-36.902.653,-60.308.231
6,27,2022,27/06/2022,12196,OBRAS PÚBLICAS,Cloacas: rotura de caño,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,04/07/2022,Finalizado,NO,7,-36.901.203,-60.333.412
6,28,2022,28/06/2022,12197,OBRAS PÚBLICAS,"Calles urbanas: calzada asfáltica rota, hundida o levantada",DIRECCIÓN DE MANTENIMIENTO URBANO,28/06/2022,PROCESO,NO,0,-36.887.360,-60.329.014
6,28,2022,28/06/2022,12198,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,29/06/2022,Finalizado,NO,1,-36.893.257,-60.304.821
6,28,2022,28/06/2022,12199,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de extracción en via pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,28/06/2022,PROCESO,NO,0,-36.893.257,-60.304.821
6,29,2022,29/06/2022,12200,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,08/07/2022,FINALIZADO,NO,9,-36.896.145,-60.327.538
6,29,2022,29/06/2022,12201,HABILITACIONES,Calidad de alimentos: venta de alimentos con fecha caducada,DIRECCIÓN DE BROMATOLOGIA,04/07/2022,Finalizado,NO,5,-36.912.823,-60.326.172
6,29,2022,29/06/2022,12202,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,05/07/2022,Finalizado,NO,6,-36.892.952,-60.322.994
6,30,2022,30/06/2022,12203,ZOONOSIS,Control de plagas / fumigación: insectos varios,DIRECCIÓN DE BROMATOLOGIA,06/07/2022,FINALIZADO,NO,6,-36.902.222,-60.310.410
6,30,2022,30/06/2022,12204,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,30/06/2022,PROCESO,NO,0,-36.888.069,-60.311.592
6,30,2022,30/06/2022,12205,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de extracción en via pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,15/07/2022,FINALIZADO,NO,15,-36.891.388,-60.312.000
6,30,2022,30/06/2022,12206,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de poda en vía pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,30/06/2022,PROCESO,NO,0,-36.894.718,-60.339.893
7,1,2022,01/07/2022,12207,HABILITACIONES,Calidad de alimentos: venta de alimentos no aptos para consumo humano,DIRECCIÓN DE BROMATOLOGIA,05/07/2022,Finalizado,NO,4,-36.894.405,-60.289.379
7,1,2022,01/07/2022,12208,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,04/08/2022,Finalizado,NO,34,-36.889.469,-60.339.169
7,3,2022,03/07/2022,12209,ÁRBOLES EN VIA PÚBLICA,Otra situación no contemplada,ATENCIÓN OLAVARRIA INTERACTIVA,04/07/2022,CANCELADO,NO,1,-36.912.689,-60.295.212
7,4,2022,04/07/2022,12210,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,24/08/2022,FINALIZADO,NO,51,-36.912.243,-60.322.781
7,4,2022,04/07/2022,12211,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,15/07/2022,Finalizado,NO,11,-36.942.371,-60.268.864
7,5,2022,05/07/2022,12212,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,12/07/2022,Finalizado,NO,7,-36.894.272,-60.303.806
7,5,2022,05/07/2022,12213,HIGIENE Y CONTROL URBANO,Recolección de residuos inertes (escombros / poda / montículos),DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/12/2022,FINALIZADO,NO,170,-36.902.641,-60.324.886
7,6,2022,06/07/2022,12214,Atención del personal municipal,Otra situación no contemplada,ATENCIÓN OLAVARRIA INTERACTIVA,06/07/2022,CANCELADO,NO,0,-36.893.520,-60.322.376
7,6,2022,06/07/2022,12215,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,18/07/2022,Finalizado,NO,12,-36.896.294,-60.350.998
7,6,2022,06/07/2022,12216,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,08/07/2022,Finalizado,NO,2,-36.912.258,-60.323.009
7,6,2022,06/07/2022,12217,Hospitales y centros periféricos de salud,Queja por deficiencia en la atención,ATENCIÓN OLAVARRIA INTERACTIVA,07/07/2022,CANCELADO,NO,1,-36.884.235,-60.313.511
7,7,2022,07/07/2022,12218,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,19/07/2022,Finalizado,NO,12,-36.891.453,-60.296.501
7,7,2022,07/07/2022,12219,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,19/07/2022,Finalizado,NO,12,-36.881.004,-60.287.403
7,7,2022,07/07/2022,12220,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,07/07/2022,PROCESO,NO,0,-36.901.478,-60.305.573
7,8,2022,08/07/2022,12221,HABILITACIONES,Calidad de alimentos: venta de alimentos no aptos para consumo humano,DIRECCIÓN DE BROMATOLOGIA,12/07/2022,Finalizado,NO,4,-36.886.757,-60.329.372
7,8,2022,08/07/2022,12222,HABILITACIONES,Bebidas alcohólicas: venta en comercio no autorizado,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,12/07/2022,Finalizado,NO,4,-36.881.329,-60.293.766
7,10,2022,10/07/2022,12223,"PARQUES, PLAZAS Y ESPACIOS PÚBLICOS",Mobiliario: daños en monumentos u ornamentación,DIRECCIÓN DE MANTENIMIENTO DE PARQUES Y PASEOS,11/07/2022,PROCESO,NO,1,-36.888.512,-60.322.346
7,11,2022,11/07/2022,12224,HABILITACIONES,Calidad de alimentos: venta de alimentos no aptos para consumo humano,DIRECCIÓN DE BROMATOLOGIA,13/07/2022,Finalizado,NO,2,-36.888.954,-60.336.025
7,11,2022,11/07/2022,12225,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,11/07/2022,PROCESO,NO,0,-36.886.284,-60.323.910
7,11,2022,11/07/2022,12226,HIGIENE Y CONTROL URBANO,Recolección de residuos inertes (escombros / poda / montículos),DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/12/2022,FINALIZADO,NO,164,-36.880.684,-60.327.396
7,11,2022,11/07/2022,12227,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,13/07/2022,Finalizado,NO,2,-36.896.671,-60.330.772
7,12,2022,12/07/2022,12228,OBRAS PÚBLICAS,Calles urbanas: calzada asfáltica con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,12/07/2022,PROCESO,NO,0,-36.876.293,-60.328.880
7,12,2022,12/07/2022,12229,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,12/07/2022,PROCESO,NO,0,-36.930.191,-60.158.268
7,12,2022,12/07/2022,12230,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,12/07/2022,PROCESO,NO,0,-36.924.667,-60.316.193
7,12,2022,12/07/2022,12231,"PARQUES, PLAZAS Y ESPACIOS PÚBLICOS",Mobiliario:luminaria sin funcionamiento,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,13/07/2022,PROCESO,NO,1,-36.880.898,-60.331.108
7,13,2022,13/07/2022,12232,OBRAS PÚBLICAS,Cloacas: denuncia por condiciones de obra,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,13/07/2022,PROCESO,NO,0,-36.891.682,-60.307.953
7,13,2022,13/07/2022,12233,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,02/08/2022,Finalizado,NO,20,-36.900.146,-60.323.048
7,13,2022,13/07/2022,12234,OBRAS PÚBLICAS,Calles urbanas: Pedido de camión regador,DIRECCIÓN DE MANTENIMIENTO URBANO,13/07/2022,PROCESO,NO,0,-36.909.309,-60.292.507
7,14,2022,14/07/2022,12235,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,20/07/2022,Finalizado,NO,6,-36.893.047,-60.327.465
7,14,2022,14/07/2022,12236,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de extracción en via pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,14/07/2022,PROCESO,NO,0,-36.925.110,-60.293.892
7,14,2022,14/07/2022,12237,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,12/08/2022,FINALIZADO,NO,29,-36.862.206,-60.304.680
7,14,2022,14/07/2022,12238,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,14/10/2022,FINALIZADO,NO,92,-36.941.624,-60.157.276
7,15,2022,15/07/2022,12239,"PARQUES, PLAZAS Y ESPACIOS PÚBLICOS",Césped: con falta de mantenimiento o riego,DIRECCIÓN DE MANTENIMIENTO DE PARQUES Y PASEOS,15/07/2022,PROCESO,NO,0,-36.920.830,-60.328.430
7,15,2022,15/07/2022,12240,VIALIDAD,Señalización vial: solicitar nueva,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,20/07/2022,Finalizado,NO,5,-36.903.877,-60.319.881
7,15,2022,15/07/2022,12241,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,15/07/2022,PROCESO,NO,0,-36.913.807,-60.321.640
7,15,2022,15/07/2022,12242,HABILITACIONES,Falta de habilitación,DIRECCIÓN DE HABILITACIONES,15/07/2022,PROCESO,NO,0,-36.896.599,-60.324.020
7,15,2022,15/07/2022,12243,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,12/08/2022,FINALIZADO,NO,28,-36.870.064,-60.325.127
7,18,2022,18/07/2022,12244,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,19/07/2022,Finalizado,NO,1,-36.887.966,-60.325.954
7,18,2022,18/07/2022,12245,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,19/07/2022,Finalizado,NO,1,-36.891.014,-60.313.534
7,18,2022,18/07/2022,12246,OBRAS PÚBLICAS,Otra situación no contemplada,DIRECCIÓN DE MANTENIMIENTO URBANO,18/07/2022,PROCESO,NO,0,-36.878.635,-60.329.823
7,18,2022,18/07/2022,12247,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,19/08/2022,FINALIZADO,NO,32,-36.864.979,-60.168.114
7,18,2022,18/07/2022,12248,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,02/08/2022,Finalizado,NO,15,-36.889.507,-60.301.311
7,18,2022,18/07/2022,12249,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,25/07/2022,Finalizado,NO,7,-36.894.035,-60.327.168
7,19,2022,19/07/2022,12250,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,21/07/2022,Finalizado,NO,2,-36.908.974,-60.331.573
7,19,2022,19/07/2022,12251,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,21/07/2022,Finalizado,NO,2,-36.902.798,-60.313.530
7,19,2022,19/07/2022,12252,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,12/08/2022,FINALIZADO,NO,24,-36.870.129,-60.323.742
7,20,2022,20/07/2022,12253,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de extracción en via pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,20/07/2022,PROCESO,NO,0,-36.891.216,-60.315.201
7,21,2022,21/07/2022,12254,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,26/07/2022,Finalizado,NO,5,-36.889.400,-60.298.306
7,21,2022,21/07/2022,12255,"PARQUES, PLAZAS Y ESPACIOS PÚBLICOS",Mobiliario: daños en juego,DIRECCIÓN DE MANTENIMIENTO DE PARQUES Y PASEOS,21/07/2022,PROCESO,NO,0,-36.878.883,-60.309.757
7,22,2022,22/07/2022,12256,TRANSPORTE  PÚBLICO,Falta de mantenimiento en vehículo,SUBSECRETARÍA DE GOBIERNO,22/07/2022,PROCESO,NO,0,-36.925.961,-60.315.475
7,22,2022,22/07/2022,12257,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,17/11/2022,FINALIZADO,NO,118,-36.893.974,-60.305.511
7,22,2022,22/07/2022,12258,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,25/07/2022,Finalizado,NO,3,-36.895.275,-60.305.527
7,22,2022,22/07/2022,12259,OBRAS PÚBLICAS,Calles urbanas: calzada asfáltica con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,22/07/2022,PROCESO,NO,0,-36.876.320,-60.327.213
7,22,2022,22/07/2022,12260,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,26/07/2022,Finalizado,NO,4,-36.893.074,-60.313.332
7,22,2022,22/07/2022,12261,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,14/10/2022,FINALIZADO,NO,84,-36.885.101,-60.331.436
7,25,2022,25/07/2022,12262,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,02/08/2022,Finalizado,NO,8,-36.891.716,-60.300.171
7,25,2022,25/07/2022,12263,HIGIENE Y CONTROL URBANO,Basural a cielo abierto,DIRECCIÓN DE MANTENIMIENTO URBANO,25/07/2022,PROCESO,NO,0,-36.891.880,-60.289.566
7,25,2022,25/07/2022,12264,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,22/08/2022,FINALIZADO,NO,28,-36.892.849,-60.341.263
7,26,2022,26/07/2022,12265,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,09/08/2022,FINALIZADO,NO,14,-36.927.593,-60.297.119
7,26,2022,26/07/2022,12266,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,02/08/2022,Finalizado,NO,7,-36.899.170,-60.320.633
7,26,2022,26/07/2022,12267,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,02/08/2022,Finalizado,NO,7,-36.892.788,-60.295.704
